0,4.3641e+06,5.369e+06,2.2217e+06,2.2151e+06,2.3038e+06
1000,4.2813e+06,5.2863e+06,2.1389e+06,2.1324e+06,2.221e+06
2000,4.1983e+06,5.2034e+06,2.0558e+06,2.0492e+06,2.1553e+06
3000,4.1151e+06,5.1204e+06,1.9722e+06,1.9944e+06,2.0879e+06
4000,4.0315e+06,5.0373e+06,1.9544e+06,1.9373e+06,2.019e+06
5000,3.9477e+06,4.9539e+06,1.9346e+06,1.8779e+06,1.9484e+06
6000,3.8636e+06,4.8704e+06,1.9127e+06,1.8163e+06,1.8763e+06
7000,3.7791e+06,4.7866e+06,1.8887e+06,1.7525e+06,1.8379e+06
8000,3.6943e+06,4.7025e+06,1.8624e+06,1.7066e+06,1.7968e+06
9000,3.6091e+06,4.6181e+06,1.8336e+06,1.6578e+06,1.7529e+06
10000,3.5234e+06,4.5334e+06,1.8022e+06,1.606e+06,1.7164e+06
11000,3.4374e+06,4.4483e+06,1.7681e+06,1.5512e+06,1.6868e+06
12000,3.351e+06,4.3629e+06,1.731e+06,1.4935e+06,1.664e+06
13000,3.264e+06,4.2771e+06,1.691e+06,1.4609e+06,1.648e+06
14000,3.1767e+06,4.1908e+06,1.6478e+06,1.425e+06,1.6299e+06
15000,3.0888e+06,4.1041e+06,1.6015e+06,1.3987e+06,1.6094e+06
16000,3.0004e+06,4.0169e+06,1.5518e+06,1.3693e+06,1.5863e+06
17000,2.9115e+06,3.9293e+06,1.5378e+06,1.3364e+06,1.5605e+06
18000,2.8221e+06,3.8411e+06,1.5217e+06,1.2998e+06,1.5397e+06
19000,2.7322e+06,3.7524e+06,1.5032e+06,1.2808e+06,1.5163e+06
20000,2.6416e+06,3.6632e+06,1.482e+06,1.2589e+06,1.4898e+06
21000,2.5505e+06,3.5733e+06,1.4579e+06,1.2439e+06,1.4601e+06
22000,2.4588e+06,3.4829e+06,1.4307e+06,1.2364e+06,1.4339e+06
23000,2.3666e+06,3.3919e+06,1.4001e+06,1.2271e+06,1.4111e+06
24000,2.2737e+06,3.3003e+06,1.3657e+06,1.2158e+06,1.3916e+06
25000,2.1801e+06,3.208e+06,1.3274e+06,1.202e+06,1.3691e+06
26000,2.086e+06,3.115e+06,1.3131e+06,1.1856e+06,1.3494e+06
27000,1.9912e+06,3.0214e+06,1.2961e+06,1.1753e+06,1.3325e+06
28000,1.8957e+06,2.9271e+06,1.2762e+06,1.1717e+06,1.3185e+06
29000,1.7995e+06,2.8321e+06,1.2528e+06,1.1668e+06,1.3019e+06
30000,1.7027e+06,2.7364e+06,1.2258e+06,1.1604e+06,1.2878e+06
31000,1.6051e+06,2.6399e+06,1.1946e+06,1.1521e+06,1.2709e+06
32000,1.5069e+06,2.5427e+06,1.1817e+06,1.1416e+06,1.2508e+06
33000,1.4079e+06,2.4446e+06,1.1659e+06,1.1286e+06,1.2323e+06
34000,1.3082e+06,2.3459e+06,1.1693e+06,1.1125e+06,1.2153e+06
35000,1.2077e+06,2.2463e+06,1.1726e+06,1.0931e+06,1.1997e+06
36000,1.1065e+06,2.1459e+06,1.1757e+06,1.0775e+06,1.1856e+06
37000,1.0045e+06,2.0447e+06,1.1787e+06,1.0659e+06,1.1775e+06
38000,9.0167e+05,1.9426e+06,1.1816e+06,1.0589e+06,1.1672e+06
39000,7.9807e+05,1.8397e+06,1.1841e+06,1.057e+06,1.1542e+06
40000,6.9365e+05,1.7359e+06,1.1863e+06,1.0539e+06,1.1424e+06
41000,5.884e+05,1.7283e+06,1.1882e+06,1.0492e+06,1.1276e+06
42000,5.9136e+05,1.7189e+06,1.1895e+06,1.0426e+06,1.1093e+06
43000,5.9438e+05,1.7073e+06,1.1901e+06,1.0336e+06,1.0908e+06
44000,5.9746e+05,1.6931e+06,1.1899e+06,1.029e+06,1.0758e+06
45000,6.006e+05,1.6761e+06,1.1887e+06,1.0223e+06,1.0647e+06
46000,6.038e+05,1.6559e+06,1.1863e+06,1.0201e+06,1.054e+06
47000,6.0707e+05,1.632e+06,1.1823e+06,1.0164e+06,1.0475e+06
48000,6.1041e+05,1.6041e+06,1.1765e+06,1.0108e+06,1.0422e+06
49000,6.1382e+05,1.5718e+06,1.1684e+06,1.0097e+06,1.0382e+06
50000,6.173e+05,1.5344e+06,1.1574e+06,1.0142e+06,1.0322e+06
51000,6.2086e+05,1.4916e+06,1.1432e+06,1.0186e+06,1.0272e+06
52000,6.245e+05,1.443e+06,1.1249e+06,1.0231e+06,1.0233e+06
53000,6.2823e+05,1.3882e+06,1.1019e+06,1.0275e+06,1.0173e+06
54000,6.3204e+05,1.3267e+06,1.0933e+06,1.0318e+06,1.0156e+06
55000,6.3595e+05,1.3141e+06,1.0814e+06,1.0361e+06,1.0122e+06
56000,6.3994e+05,1.2978e+06,1.0656e+06,1.0401e+06,1.0066e+06
57000,6.4404e+05,1.2771e+06,1.0639e+06,1.0438e+06,1.0015e+06
58000,6.4825e+05,1.2513e+06,1.0604e+06,1.0472e+06,9.9714e+05
59000,6.5256e+05,1.2194e+06,1.0545e+06,1.05e+06,9.9012e+05
60000,6.5699e+05,1.1807e+06,1.0456e+06,1.052e+06,9.8642e+05
61000,6.6153e+05,1.1342e+06,1.0328e+06,1.053e+06,9.8345e+05
62000,6.6621e+05,1.1202e+06,1.0153e+06,1.0527e+06,9.8133e+05
63000,6.7102e+05,1.1013e+06,9.9183e+05,1.0506e+06,9.8023e+05
64000,6.7597e+05,1.0764e+06,9.7754e+05,1.0461e+06,9.8037e+05
65000,6.8106e+05,1.0442e+06,9.5764e+05,1.046e+06,9.787e+05
66000,6.8632e+05,1.0395e+06,9.4622e+05,1.0441e+06,9.746e+05
67000,6.9174e+05,1.0314e+06,9.2951e+05,1.0472e+06,9.7056e+05
68000,6.9734e+05,1.0189e+06,9.3588e+05,1.0491e+06,9.6318e+05
69000,7.0312e+05,1.0007e+06,9.4232e+05,1.0496e+06,9.5784e+05
70000,7.0911e+05,9.7545e+05,9.4878e+05,1.0479e+06,9.5497e+05
71000,7.153e+05,9.735e+05,9.5521e+05,1.0433e+06,9.5523e+05
72000,7.2172e+05,9.6841e+05,9.6148e+05,1.0424e+06,9.5633e+05
73000,7.2838e+05,9.5902e+05,9.6746e+05,1.0387e+06,9.5848e+05
74000,7.3531e+05,9.4381e+05,9.7292e+05,1.031e+06,9.6197e+05
75000,7.4251e+05,9.522e+05,9.7756e+05,1.0255e+06,9.6388e+05
76000,7.5e+05,9.609e+05,9.809e+05,1.0151e+06,9.6345e+05
77000,7.5782e+05,9.6992e+05,9.8231e+05,9.9808e+05,9.5964e+05
78000,7.6599e+05,9.7924e+05,9.8087e+05,9.9312e+05,9.5764e+05
79000,7.7453e+05,9.8887e+05,9.7527e+05,9.9695e+05,9.5792e+05
80000,7.8348e+05,9.9877e+05,9.6374e+05,9.9851e+05,9.5784e+05
81000,7.9286e+05,1.0089e+06,9.605e+05,1.0039e+06,9.6038e+05
82000,8.0272e+05,1.0191e+06,9.6854e+05,1.0074e+06,9.6307e+05
83000,8.1309e+05,1.0292e+06,9.7558e+05,1.0076e+06,9.6228e+05
84000,8.2401e+05,1.0389e+06,9.8087e+05,1.0029e+06,9.63e+05
85000,8.3551e+05,1.0477e+06,9.8324e+05,9.983e+05,9.5865e+05
86000,8.4759e+05,1.0549e+06,9.8087e+05,9.9323e+05,9.5331e+05
87000,8.6026e+05,1.0592e+06,9.7106e+05,9.8688e+05,9.4934e+05
88000,8.7344e+05,1.0586e+06,9.674e+05,9.7068e+05,9.5014e+05
89000,8.8696e+05,1.0503e+06,9.7216e+05,9.6751e+05,9.5418e+05
90000,9.0043e+05,1.0298e+06,9.7112e+05,9.6147e+05,9.5914e+05
91000,9.1311e+05,9.9098e+05,9.7854e+05,9.571e+05,9.6122e+05
92000,9.2356e+05,9.6058e+05,9.7997e+05,9.4692e+05,9.5404e+05
93000,9.2906e+05,9.3789e+05,9.7046e+05,9.4008e+05,9.4512e+05
94000,9.2464e+05,9.2295e+05,9.4188e+05,9.1546e+05,9.2077e+05
95000,9.0151e+05,8.8296e+05,8.8175e+05,8.8009e+05,8.7951e+05
96000,8.4505e+05,8.31e+05,8.3008e+05,8.2881e+05,8.2837e+05
97000,7.3404e+05,7.2554e+05,7.2497e+05,7.242e+05,7.2393e+05
98000,5.4511e+05,5.4182e+05,5.416e+05,5.413e+05,5.412e+05
99000,2.6599e+05,2.6569e+05,2.6567e+05,2.6564e+05,2.6563e+05
1e+05,-90993,-90993,-90993,-90993,-90993
